sentence,label
@lindaSWC @united:  We don't like to hear you had a poor experience. Please share details w/our Customer Care team http://t.co/HIsc4NdMgZ.,0
@united no Cancelled Flightn just left us to fend for ourselves when flt came in Late Flight. Getting runaround for 3 hrs. Each employee blaming  previous 1.,0
@united This is NOT a local UNITED number for Malaysia   0011 800-55558000. What is your local United Airlines here in Kuala Lumpur ( KUL )?,2
@united okay ase24766m. Find our luggage.,0
@united The agent that met us at the gate said any issues w/delays on UA1116 would have to be taken up online...,0
"@united I send you an urgent message via eservice@united.com.  BG0KWM   Narayanan. Please respond ASAP. Also, NO local United Tel # @ KUL",2
@united thanks! Will you guys be getting the A380s anytime soon?,2
@united But they are not... lady one phone says its in tel aviv. Tel Aviv united says its in Newark. No one knows and I have nothing...,0
“@united: @MelanieSpring We'll see what we can do. ^KN” We are running! Most of this plane is running. Thanks for the help!,1
"@united yes, but still now answers. Many have not had their luggage for 3 days! Unacceptable!!",0
@united what is that going to do for you? Nothing just like you always do,0
@united I sent in my feedback.  Thank you.,2
@united plus what about food? And taxis?,0
@united you are offering us 8 rooms for 32 people #FAIL,0
@united 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing,0
@united The bright side would be keeping the promise that was made to me. Hope you're having a good night. Thanks.,0
@united yes I do.,2
@united I take back the comment about your team here working hard to help us A so far no solution for a hotel or food or anything #fail,0
@united on 4124 arriving two hours Late Flight into CLT. Now sitting on the tarmac while they move a plane from the gate. Unhappy customer.,0
@united airlines is the absolute worst. They have no idea what they are doing. #neveragain #UnitedAirlines,0
"@united Thanks; might want to fix this line: ""Our Customer Care team is currently responding to most inquiries within 7-10 business days.""",0
@united we just flew with United from AUS (Austin Bergstrom) to Cancun Intl. Best flight ever! The 737's are not too big... Not too small!,1
"@united it's frustrating, as a frequent flyer, loyal since Continental. Upgrade equals paying 3 times or more on top of purchase ticket.",0
@united Deep Vein thrombosis,2
"@united at its worse. Can't figure how to pack plane, screws up connectns then claims no hotl rooms in San Fran for stranded pax. Way to go!",0
@united 4 passengers after a 2 hour delayed flight left with no hotel at the end of the night @ hou airport. Wtf??!! http://t.co/ZfqMpGXVS6,0
"Hey @united why does the flight from IAH to POS leave so Late Flight, and the one back to IAH so early? I rather get to POS earlier",0
@united Lost bag process is broken. Agent promised they'd call &amp; hold my bag when found. Now they're waking me at 3am w/ delivery. #fail,0
@united the people at the counter have been very helpful. As you can see nobody is there. Flight to Austin 10:55 and still sitting here.,0
@united unfortunately still on the Tarmac at @fly2ohare and definitely missing my ride from @flypdx #GonnaBeALongNight,2
“@united: @Darquenloveli We regret to hear this. Please let us know if you need assistance. ^KN” I was finally able to secure my seat. Thx,0
@united what time does check in open for flight no UA80 from Manchester to Newark today ?,2
"@united good to know you will open the closed doors for ""premier passengers"" after safety briefings on delayed flights. #annoyed.",0
@united DM sent,2
@united yea get me to phoenix already. Delays all day with you people. It's bullshit.,0
"@united If it's any consolation, your staff was stellar. Just not the hour+ delays I encountered with every one of my 4 flights.",0
"@united flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)",1
@united that's unfortunate. The @Tumitravel was an xmas gift and it looks like a razor ripped right through the front pocket in the picture,0
@united Yes. Doesn't make that mistake any less absurd. Doesn't change the fact that I'm very inconveniently missing my luggage tonight.,0
@united I'm constantly having challenges with upgrades &amp; charges. In order to prevent DVT I have to pay an addtl $180 http://t.co/xC6jQ70r7B,0
"@united In ORD, waited 20 min after crew members left before gate items came. Flight attendant sarcastically said good luck and walked away.",0
"@united Follow me back, please, and I'll happily DM you the link because I'd rather not share my travel plans publicly.",2
@united you too!,1
@united is my favorite airline.,1
@united seriously #fail on making strangers share a room,0
@united @luke_mcintosh68 nah you wouldn't,2
@united we needed them here asap. Will they make it on today's flight?,0
@united agent split up my reservation? Now can't Cancelled Flight and refund credit for 2wks? Why,0
@united Our vacation's going to be ruined w/ 3 days of rain. : ( The change fee for 2 of us is nearly cost of original flight. Can you help?,2
@united I sent the message. Let me know ASAP.,2
@united why would they make me share a room?,0
"@united tried calling too, but w/25 min phn wait means we'd miss options anyway",0
@united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?,0
@united we're still waiting to find out your rep is working hard - most upset about having to wait to tomorrow pm to get to mammoth,0
"@united for an early flt, I think a call is appropriate. Yes, reviewed and nada avail until next day. Expect full refund",0
"@united i understand, thanks",2
"@united again I ask, who can I call to get this fixed? Tweeting me BS questions to stall only makes things worse. Phone number please.",0
@united Yo yo yo stuck on the tarmac for over 2 hours at @fly2ohare ... Going to miss my ride at @flypdx help please! #HelpImStuck #United,0
@united it's highly unprofessional for you to overbook a flight by 12 seats &amp;feel that I should rearrange my schedule for your mismanagement,0
"@united well, considering every agent before claimed they were unable to help with everything else, why waste more time to hear 'call corp'",0
@united man I can't wait to book my ticket now! Thanks JP you're a life sabe,1
"@united Ice, which I totally understand. But when a large number of us are facing 15+ hours of time and overnight Cancelled Flightations it seems like",0
@united flt 1249 Cancelled Flightled and I get email @3:30 AM? What happened to courtesy phn call? Had to book diff airline &amp; city,0
"@united tag numbers 0016 964012, 0016 964077, 0016 964078 - let's find these bags.",0
"@united better train your support staff with appropriate decorum, consider revisiting your terrible ""provide a death certificate' policy",0
@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?,0
"@united My post was just more of disappointment.  I'm a frequent United flyer, it was a simple ??.  1 bad apple doesn't spoil the bunch.",2
@United I have no way of making phones calls... Need to handle via Twitter/email/web. Thank you!,0
@united Please help... I am in Ethiopia adopting a two year old child. Have an existing confirmation #. Need to add child to reservation.,2
"@united question:are there onboad 110 volt outlets in all planes? If so, where?",2
@united Your website deserves a new design. #html5 FTW!,0
@united thanks for effing up our holidays - we're missing a full day of skiing due to your baggage team's incompetence at @FlyYOW,0
@united agent helps the person in front of me.  Finishes up with them and then walks away.  The guy behind me is as shocked as I am.,0
@united Connection at ORD was on the exact same plane again. Checked carry-on was apparently taken off &amp; left in Chicago. Pretty ridiculous.,0
@united Not encouraged that I'll have my CPAP tonight.,0
@united Yes. Did file a claim as soon as the carousel stopped without my bag on it. Got an email that its found but not sched for delivery,0
@United an idea: monitor mileage members travel patterns enough to know when they change jobs/lose status...and make the transition easier.,2
@united  Delay DEN-CLE because they have to manually enter baggage tags? Really? Worst cust service day for this 1ker. #friendlyskies??,0
"@united Why tell us flight is delayed, then tell us it's on time again with 20 min to spare? Don't say it's delayed unless you're sure!",0
"@united yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD.",0
@united where is my flight voucher?,2
"@united Late Flight to Denver, Late Flight to Newark...let's not even get into the disaster that was checking bags. Unacceptable.",0
@united has once again let me down. Don't think I've ever flown with them and not had problems. Worst airline period.,0
@united yes I filed a claim &amp; hope to receive by luggage by 2am. Ridiculous as I had to purchase items to go to sleep &amp; no reimbursement.,0
@united UA938 ORD-LHR.  bags are being loaded 30min Late Flight. Frigid air into cabin! Plane feels like falling apart! Upgrade long haul fleet!,0
"@united Flight attendant never served me my beverage (tea), and not once checked up on me. What gives? #ua6076 #notcool",0
@united load balancing system apparently down #systemwide - major impact on all #united airlines flights. Was this a #cyberattack?,0
@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.,0
@united @AmericanAir spent hundreds to rectify the situation and you guys go quiet,0
@united UA276 sitting at EWR nearly an hour after sked.  Pilot says computers down but no clue when we will leave.  Can you help?,0
@united @AmericanAir so that's it? It just ends there? Come on! I traveled for literally an extra day and a half because of this!,0
@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff http://t.co/ATfRKp6goY,1
"@united not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA",1
@united Thanks for the reminder. It's been a fun ride. http://t.co/pPVA4Rch9f,1
@united I received my luggage that also looked to be left in the snow when I arrived. I'm asking for all 50 people to be refunded.,0
@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?,0
@united was no one between the scan and inside the plane. I just asked the people in line around me where the plane was going,0
"@united 5 gate changes, two delays.  Even the crew thinks the airline sucks",0
@united I'm very frustrated and have wasted 2 days now due to your equipment failures.,0
@united computers are down but you stopped giving updates and took my flight info off the app. That's just ridiculous keep people updated!,0
"@united Soooo, it's been 15 days and you've offered no response. So I assume poor treatment by gate agents is the norm now?",0
@united Calls to 800# resulted in 2hrs of hold time &amp; 2day wait to check suspect code share fare. Nothing investigated—my time wasted (2/2),0
"@united It's taken ~3 weeks for Cust Care to respond to Case #8477733, requesting a refund for wi-fi not working. Where can I get an update?",0
@united I appreciate your efforts getting me home!,1
@united That's correct—I've spent hours trying to book online only to receive an error when clicking final purchase button. (1/2),0
@united Today was not your finest. All could have been prevented by one gate agent advising 200 passengers.,0
@united  what is the real deal with the delay on flight UA 1032 from Denver to Vegas?,0
@united UA63 from Madrid arrived no agent mass confusion we sent to and fro by 3 UA employees. MaryJo was rude and unhelpful.,0
@united system failure again = bad trend.  Software projects are like flying an airplane; there's no such thing as an emergency takeoff.,0
@united lots of reports of system failures delaying flights over the last week. Currently sitting on the tarmac at OGG for over an hour.,0
"@united rebooting Chicago dispatch system, need @pivotalcf as I'm tired of sitting on planes",2
"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while..",1
@united the aircraft closest to gate was for the other flight and the one closest to our gate was going to Chicago.,2
@united can you tell me how to file a claim for clothing that had to be purchased?,0
@united comically on the return flight from ASE there were two United flights boarding at adjacent gates and not clear which plane to board,0
@united GRK13575M is the file reference,0
@united we would...how do I contact you to discuss? A few poor experiences with customer service but would give it a shot!,0
"@united UA 746. Pacific Rim and Date Night cut out. Not constantly or randomly, but one spot, repeatably.",0
@united Been trying since 1230 to file a report.,0
@united I send an email about my bad experience and you send back a generic response.  Yet another reason why I'll never fly with you again.,0
@united My mom left her Kindle on flight 1544 today. Burgundy case with a light. Seat 27D. Did anyone find it?,2
@united here is the ticket # 0162424965446 please refund my unnecessary upgrade fee,0
"@united is horrible!! They lost our carseat and expect us to use a loner carseat, safety regulations say it's illegal to use a used car seat",0
@united thank you.,1
Need more info on that! @united: @momsgoodeats We have great amenity kits. PJ's not included. We status match AA. ^KP”,2
"@united: I don't care that a @thehipmunk link showed me a ""wrong"" price on your site—it's your site &amp; responsibility to ensure correctness.",0
@united Do you have any flights with lie flat seating from STL to PDX around the date of March 5?,2
"@united He needs to get to home the 24th, they're telling him it'll be the 25th @ night. Is there compensation or anything that can be done?",0
“@united: @mllovelace The baggage fee is waived for Premier members. Please see http://t.co/u6Duw27mDE. ^JP” what's the point of membership?,0
@united wonderful bag claim people - finally have my bag. But why did I catch earlier flight? Original flight just landed. #wastedtime,0
@united Dmed you. Thank you,0
@united Thanks to Karen Salisbury at IAH for amazing customer service!  Found my daughter's bag lost on UA1516.  Made her day!,1
"@united 3 days Late Flightr and my bag has not left IAD, United is not helping at all. Everyone tells me a different story",0
"@united @RenoAirport hi, when do direct flights from Houston to Reno begin?  Don't see any days in March?",2
@united like continental's chicken feat fairs,2
@united I left my comment with customer care. Thanks for contacting me.,1
@United how do you lose a gate checked bag DEN to ORD? Direct flight. Ugh.,0
"@united caught earlier flight to ORD. Gate checked bag, and you've lost it at O'Hare. original flight lands in 20minutes. #frustrating!",0
Yes!! Thanks so much!!! 💜“@united: @whitterbug We see you spoke with our Reservations team and they've reinstated the flight. Thanks. ^EY”,1
"@united captain ""on behalf of the front office, welcome on board."".... Never heard that before. I laughed...hard.  #funnycaptain",1
@united Can you please follow for a Dm on a missing bag?,0
"@united to be clear on my luggage comment, I am referencing the photo attached. Flight 6232 to JAC http://t.co/PnBajfkmHG",2
@united These are great fares!!!!!,1
@united i left an item on the plane and have been calling non stop and no one has been answering can you please help,0
@united awesome I'll book my next Christmas vacatinn this December any other ways you want to devalue mileage plus.,1
@united what's a good number to call to speak with someone about how you can fix what you did to 50 people and their luggage on Saturday?,0
@united where's my damn bag??,0
@united well someone should tell that to the employees at the Denver baggage claim. Still no bag!!!!,0
@united Greetings. UA Club member here. Any idea if I can use the Air Canada Lounge at YVR. Flying UA tomorrow.,2
@united diverted and missed our connecting flight. Was just told that my bag is on it's way to MSY. If you only had people that cared,0
@united Male agnt in LAS threatens Canadian cust when cust takes pic of him at gate after agents announce can't help rebook. #friendlyskies?,0
@united @Apollochplayers we just want to go home tonight - why did you Cancelled Flight the last leg of our reserv. w/out our permission??! #PH6RPS,0
@united  Stressed and rude agents. Overwhelmed by delyd flight LAS-DEN 1657. Yelling at several people. Not pretty. This is #friendlyskies??,0
@united landed in Boston at 9 last night.  The 15 hours of traveling was rough tho.,0
@united FAIL You Cancelled Flightled our flight frm GJT and then used our reserv home to IAH (from SEA) for reFlight Booking Problems w/out OUR PERMISSION!! #PH6RPS,0
Just sent thank u RT @united: @goodenufmother Please DM your confirmation number if reFlight Booking Problems is needed. Thank you. ^EY,2
@united has made my no fly list. Other airlines wait when connector Late Flight. Stuck in IAH.,0
"@united also, the mere fact that I have to go online to issue a statement vice calling and talking to some directly is one good example.",0
@united thank you. I flew into Newark from Vail/Eagle.,1
@United now what?!? http://t.co/5hpSqVRjK8 flight was gone when I got off plane! #BusinessTravel #goodenoughmother,0
"@united the proper response: sorry for your wait, what flight # were you on so we can look into the issue. That's how @Delta would handle.",0
@united your customer service is terrible! Stood inline 3 hours no flights and 4 hours Late Flightr still no bag#disgutedindenver,0
@united So you are inadequate by accident?,0
@united @reebok @rockinwellness @ Denver International Airport https://t.co/tKVmHBkeC3,1
@united Thank you for responding so quickly with a helpful tool! @dustyob,1
@united boarding time shows 35 min and your gate agent started at 45. showed up at 4:00 and they had to check bag. http://t.co/zCBJyo6lsN,0
@united Agent in LAS letting 20 customers know they can't help them rebook delayed flight to DEN #unfriendlyskies http://t.co/QuzVmK2rTR,0
@united empathizes w/ my disappointment that 1stClass flight w/nonworking entertainmnt is worth $50. #UnFriendlySkies http://t.co/lOecO4gmvd,0
@united ...and when that doesn't work...,0
"@united did you have seen my message today?? About a mcdonnell Douglas dc 10 model?? I will hear it if you read it, Goodnight now",2
@united searched for mileage tickets to BOM couldn't find a single one is saver awards - I see how you play.  Earn miles but can't use them.,0
@united That's not the issue. The fact that no one even called (despite promises) to confirm the bag's location is.,0
@united what's a girl gotta do to get a flight name change when SHE bought one for a mean ex boyfriend and needs a girl's trip stat?!,2
@united thank you. We are signed up for notifications. We shall watch and wait! ❄️❄️,2
@united still waiting to hear back. My wallet was stolen from one of your planes so would appreciate a resolution here,0
@united I would love if someone could get me back to Austin tonight and I do not wish to wait til tomorrow morning.,2
@united or @flysaa has lost my baggage… heard different things from different employees of @united. @flysaa has said nothing.,0
"@united cs thinks that miles can repair the damage done, it will be interesting if they travel in @united and exp the worst flight ever!",0
@united I have a 0530 flight out of DFW on Tuesday. How far in advance will you give notice if Cancelled Flightled?,2
@united I am signed up for notifications. This is the first trip I was not updated on. Not sure why this happened.,0
@united Thank you. Took care of everything and made it right. That's the experience I'm used to. Opened the app to find flight changed.,1
@united that is not in line with your responses here. And now I'm waiting until tomorrow morning because all the flights are overbooked.,0
"@united I took the exact same aircraft in to LAX 3 days ago. It fit, no problem. The agent today told some nonsense about a policy change",0
@united your helpful agents in Club helped.  I am just out baggage fees and a night of my life.stop doing business with @SilverAirways,0
@United never heard of this? http://t.co/QDebyaHqfM,0
"@SouthwestAir doesn't charge ticket change fees. Do they not incur the same mysterious ""costs"" that you incur, @united?",0
@united Exhausted &amp; frustrated! Link to a FB post abt my travel issue https://t.co/LaRKC8vc4s,0
@united I was denied getting on the plane w/o getting the chance to prove it fits. I'm not a rookie. Read my bio.,0
@united I've never experienced worst customer service. Placing blame on codeshare partners and not assuming responsibility is unacceptable,0
@united currently on board so not now. Check in was terrible. Staff rude. Expensive luggage thrown around etc.,0
"@United fucked up, then voided my ticket, and KEPT MY MONEY.  Not even an apology. I will never fly with your airline again. #UnitedAirlines",0
@united has the WORST customer svcs! This Kevin rep at call center must be investigated. My baggage's lost and there's no help but argument!,0
"@united Just got demoted from Gold cuz my hubby got 100% of the PQD, tho there were enuf $ spent for 4 Golds.#spousal.discrimination/angry.",0
@united Thank you!,1
@united When will direct flights from Belfast Intl to Newark resume from their winter break? Thanks.,2
"@united yes, after this awful weather it appears I can get home",2
@united yes lots. You have terrible customer service at Newark and despite raising a complaint there we were ignored hence the tweet,0
@united Lovely new plane from LGA to ORD but no power outlets?,0
"@united but if i tweet the ID number, won't that reveal my home address to anyone on the web?",0
@united I filed a delayed bag report on Saturday! my flight was Cancelled Flightled and I never went anywhere!,0
@united the person is currently bettween gates 71A and 73 in LAX,2
@united i need it there before she lands so she can have the EWR baggage claim file to have it sent but the employee has not droppeditoffyet,0
"@united rarely ceases to amaze...for the worse.  i hope this is the last time i ""have"" to fly with you.",0
@united iCloud it is not there yet -- PLEASE HELP 917 703 1472,0
"@united I need the phone number to baggage claim in LAX, my mom left her phone and someone called saying they would put it there but on",2
@united I did... no response back,0
@united this is atrocious customer service.,0
"@United will not have to honor absurdly low mistake fares.
http://t.co/2Z3Jv73IlW vía @usatoday",2
@united #albanyairport delayed departure to check bags at gate claiming space filled and walk on to open spaces a delay #poorcustomerservice,0
@united you Cancelled Flighted our flights for no reason &amp; now we have been on the phone for AN HOUR on our vacation. Why?,0
@united @dfpietra THAT'S your response?  Shaking my head back and forth with a tsk. You can do better-from customer service to your apology,0
"@united thanks! It's 35K miles from RTB to Europe, to do a multiple destination so we could stop over in US on way/way back- mileage diff?",2
@united of course I did. The bag should be here by now :( #frustrated,0
@united you are the worst. I will avoid you like the plague.,0
@united is the worst airline in the world.,0
@united someone needs to DM me and resolve this correctly. Extremely disappointed with the service I received. Terrible management.,0
@united Premier Gold desk changes flight. Waives fees. Gives me wrong flight. Now Jana Acosta in Salt Lake refuses the same service. Angry.,0
"@united I will give you one thing, you are consistent but unfortunately you are consistent at not doing your job well #AlwaysDelayedOnUnited",0
@united I will but right now I'm to angry,0
@united first time flying with United. Also last time. #terrible back to @VirginAtlantic for me. #branson #virginatlantic #UnitedAirlines,0
@united I used to be a committed #ContinentalAirlines flyer until merger. I remember now why I switched to @SouthwestAir #CommunicationFail,0
@united the least you could do is offer me a ticket in coach instead of just Cancelled Flighting my reservation because of your glitch!!! #notfair,0
"@united I'm saying I made the flight but with poor/non-communication, unaccounted for lost time &amp; lots of frustrated flyers standing around",0
@united I think DM would be better,0
@United gate announcement states delay due to maintenance yet app says Late Flight arriving aircraft  tell the truth! @unfriendly,0
@united you are easily the worst company I have ever experienced. You have lost someone's personal possessions &amp; you couldn't care less!....,0
@united how can your app show arriving aircraft is early but departing flight is delayed due to Late Flight arriving aircraft? @unfriendly,0
@united already did that at the airport and 12 hrs Late Flightr its still not here! you guys are really killing me today. trying to stay positive..,0
@united once united's service levels reaches those of Etihad or lets be more realistically Lufthansa then ill consider it again,0
@united really?  Someone called in sick and then someone FORGOT to call a replacement?!  Now an hour Late Flight to take off. #theworst,0
@united Asked Flight attendant what typical compensation would be &amp; says we might get free TV. #Unacceptable,0
"@united Thank you, ^JH, appreciate the prompt responses--me and other passengers will be doing so.",2
@united has been such a disappointment today. Simply put. Rather unpleased with things currently. Flight delayed; cant wait to just get home,0
"@united During the same round trip, my NON-English speaking friend was stranded TWICE for 12+ hours each time! Most staff members were rude.",0
"@united Nope. Walked up &amp; down the ORF terminal, &amp; not a United agent to be found. Showed up @ last minute to board us. Many panicked people",0
@united by the time I finally get to Dallas I could have driven with less frustration and cheaper.,0
"@united I'm trying to get to my final destination, we need compensation. Just about 2hrs of personal time wasted.",0
@united that guy really has no customer service clue.Could have spent effort clearing bins for rollerboards instead of art projects in mine!,0
@united Pleased to be a Premier Platinum,1
@united how can you not put my bag on plane to Seattle. Flight 1212. Waiting  in line to talk to someone about my bag. Status should matter.,0
"@united @campilley hahaha. If they weren't an American company, i would say this was great sarcasm!!",0
@united i think he actually did not like your screen  @campilley 😃😃😃,0
@united Apparently they are asking 20 people to off board the plane--how can such a big miscalculation be made?!,0
"@united hi guys, do you have a general enquires email address please? Thanks David.",2
@united Just checking in again - what is the status of our claim.   It is going on 2 months with no attention to this?   We are very upset.,0
@united my flight was delayed due to maintenance in LIT and caused me to miss my connection at IAH to MSY. Can you help?,0
@united #UnitedAirlines Pls Fix #AspenBaggageFail issues. Had to pay my own way to #Aspen after flight Cancelled Flight. Left us in the cold in DEN.,0
@united Read my bio. See who I work with. I have NEVER encountered this with your airline before. Disappointed is an understatement.,0
@united Does customer care have email or a phone rep that I can speak with? We had so many issues they can't be placed in 2000 characters?,0
Thank you “@united: @TRUU_Tall I can certainly take a look. Please follow and DM me your confirmation number for assistance. ^JH”,1
@united In the process of recovering their car rental - condo rental $ in Florida. They called #United for an alternate flight #NOANSWER,0
"@united I am buying 2 yo own seat on 3 legs of intl trip, car seat? Required? If not- then allowed? Can child still sit w/mom after takeoff?",2
@united thanks for listening! I definitely was not the only person in line who thought it was absurd.,1
@United We've been waiting on tarmac for &gt;1hr because apparently UA1116 is overweight &amp; we returned to gate. #WTF #fb,0
"@united Thank you. Mention that before I boarded she asked 1other person to measure their bag, and it was another woman. Men not asked.",0
@united Can't leave the Tarmac ..united's gate agent cannot agree on a head count. 20 min now counting a 100 people max #epicfailunited,0
@united That's real dedication &amp; concern. Your apologies don't fix the issue nor any of the miserable issues I've had over the past 6 mos.,0
@United blocked me from DM'ing them because they would rather I complain about them in a public forum,0
@united ok. I just submitted. Thanks for the opportunity to give feedback.,1
@united Big thanks to Ms. Winston for assisting me over the phone with a baggage claim issue today. She really went the extra mile!,1
@united booked flights for 2 for $779. Was charged $389.50 twice. Means I can't redeem CC points properly. Would have gone elsewhere.,0
@united We've had a ton of problems with getting our bags and have been given the run around for a day. Whats up with that?,0
@united pedophile airline. Split myself and my 10 yr old daughter rows apart on flight 1254 to boston,0
@united have been waiting 2 days for my military bags from an airport 3 hours away from me. Horrible.,0
"@united Arriving 25 minutes early is nice, but not if equipment isn't ready. Waiting 30 minutes for luggage, so far. Time gains wiped out.",0
@united is doing musicians real dirty at LAX. I've never been blocked from getting on a flight with my bass.,0
"@united I'm rebooked now, but the line was 300 people deep.",0
.@united For those playing along at home: http://t.co/2b4bDTldX2,2
"@united @FlyEIA yes, they said it took more than an hour!",0
@united those whose pay to actually fly with you over 30k/ year deserve better service than a CC holder.,0
@united Not a happy flyer.  UA flight 1161 from SFO to Cleveland.  Sunday 2/22.  Stay tuned for blog article from http://t.co/VdFdODqVGx,0
Thanks @united. @imran_r44 had a question about the wait time for baggage on UA6366,2
@united thanks. Just a program comment; the system assigned seats behind each other even though pairs were available. I changed it back.,1
@united 20 min more delays to flt 2086 at sfo 2 load 2 more pax makes no sense. Will strand many of us overnight at ORD due to missed cnxns,0
"@united Heads up We didn't check 8 bags, 2 we checked arrived, those aren't claim #s for our 2. Other people's bags? http://t.co/dplQ3mhQGD",0
"@united This must be a drone “@united: @KeamBleam We understand your frustration. Our Bag team is working hard to get your bag(s) to you...""",0
"@united Change made in just over 3 hours. For something that should have taken seconds online, I am not thrilled. Loved the agent, though.",0
@united flight attendant doesn’t understand not understanding English doesn’t mean they are deaf. Stop yelling English slowly to them.,0
"@united Not appropriate to ask in public (hence the dm). each united employee, each a new answer. your process was such a hassle i Cancelled Flighted.",0
@united well that's big of you but I don't have terribly high expectations at this point.,0
@united it's like you're trying to make me hate your airline. Fee for each checked bag that's never mentioned in the ticket + rude agents 👿,0
"@united nice your app says US 4972 delayed by weather.  Pilot says waiting on fuel.  One in ur control, one not",0
@united Please than Robin at EWR Premiere Desk for helping me get on a an earlier flight. She did the work.  Huge thanks.,1
"@united Ok thank you, do you provide complimentary hotel accommodations since I'll have to stay overnight?",0
@united I was originally trying to share details but the link Jimmy Samartzis Vice President - Customer Experience sent me expired.,0
"@united really? 3 hr delay, 4 gate changes, &amp; you boarded us, sent us back up, &amp; boarded us again.  Won't change our flight. Can we go now?",0
"@united that would help! or how about integrate it into the App so I can just ""activate"" it and surf...",1
@united I did. The AC went on for about 20 minutes before returning to the Mojave Desert. #PressureCooker #HeatTrap,0
@united Nope - still no one helped me.  Giving up on united. #badservice,0
"@united 8602947, jon at http://t.co/58tuTgli0D, thanks.",2
@united I'd thank you - but you didn't help.  taking 6 hours to reply (so I get a message in the middle of the night) isn't actually helpful,0
@united Flight UA1270 is descending into farce and we haven't left EWR yet. Is this going to get any worse?,0
"@united I was told it was due to be on UA23 which flies direct to Dublin, so why did it go to London? This is a complete shambles!",0
@united 45+ min at EWR baggage claim #stillnobags #ridiculous,0
Flight Booking Problems for a travel writers trip I am hosting and need to be happy when I land! Do you have the cute PJs AA does? @united,2
But I don't see AA @united,2
@united Did you find out where it is? Thanks,2
"@united On a standby to Denver, which has been delayed, and a confirmed to Aspen, whose flights have been Cancelled Flighted all day. 0 confidence.",0
@united yes at 2am...but now back on a plane again and delayed again due to baggage loading issue... http://t.co/NfAQHhr09j,0
@united at what pt do u just Cancelled Flight!  Finally got stndby 4 1pm flight. What a day!  #missedWork #clientNotHappy http://t.co/sUPrLfOi8T,0
@united thank YOU for your kindness. Your agents went above &amp; beyond to get my stranded family home.,1
@united don't see a justifiable cost to get on an early flight with seats. No airline charges to conveniently get their passengers in early,0
@united Woke up to notification- flight moved 1.5 hrs early. Barely made flight then 3 hrs layover in SFO - wanted to hop on earlier option,0
"@united I will do delayed baggage claim when I land. Hopefully the bag isn't broken into, damaged or lost w/c will result in more complaints",0
"@united done. Want me to send a screen shot of the second call, which is now at over 45 minutes?",0
@united look at this beauty 😉 dc 10 united airlines 😉 http://t.co/MvYoizRPdE,1
@united Thanks! I'll fill up the form as soon as I land. I don't like being duped so I hope you will appreciate my feedback &amp; will be better,0
"@United the ones who suffer. I understand delays, I don't understand trying speed up a process that has been delays to this extent.",0
"@united 2 Cancelled Flighted flights Late Flightr, agent claimed she put me on a new flight but then Cancelled Flighted it. Coworker got on flight- now delayed. Now?",0
"@United of urgency, but this is ridiculous. Your ceo claims to be customer focused, yet when delays happen, planes sit and customers are",0
@united I wasn't asking for a full refund but delaying me 3 hours and giving no reason should be enough to give partial credit,0
"@United flight was scheduled for 11:56, it's 1:05 and we haven't moved. I have never been on a flight where everyone moved without a sense",0
@united ok thx!,1
@united I can't DM you so here's the confirmation # G8CVWJ - please is there any way I can make it to Kailua tonight? Thank you,2
@united go to hell,0
"@united since bulkhead seats cannot have bags on floor, why don't u reserve o/head space above those seats? In 1B on UA246 - not impressed",0
@united Definitely will!,2
@united Would be helpful if you could refresh boarding time info on boarding passes for delayed flights,0
"@united  18 flights so far this year. 13 delays including 2 Cancelled Flightations.  Late Flightst reason, crew needed mandatory sleep. IN MEXICO!",0
@united great to hear Thankyou so much. Greatly appreciate your replies. Feel much more settled now.,1
@united counter agents at RDU deserve a medal. #thankyou,1
The saga of the @MelissaAFrancis bag delay w/ @United - will there be a reunion or will she be forced to go shopping? Stay tuned.,0
@united Flight 211/ORD gate agent tried to prevent me from taking onboard a bag I've used for 15 years! Flight crew was more reasonable!,0
@united why do you guys split up the charges to credit cards? Making it unnecessarily more expensive for people to fly with you guys on pts,0
"@united it was UA381 on 14 Feb. Point is, overselling flights= bad. Making people wait 1hr while you kick them off after boarding is worse",0
@united what gate is ua5396 leaving from?,2
@united we've been here since 3am and you've Cancelled Flightled our flight twice,0
@united UA5396 can wait for me. I'm on the ground trying to get to the gate after we were moved to B. This is crap.,0
@united from MEX NRT (dates TBD) but I'm getting a 200 to 300 USD difference in my quotations through September when compared to MEX BKK,0
@united fails again. @SouthwestAir saves the day.,2
@united better just keep connection from ORD To FWA that boards in ten minutes open until I get off the plane that just landed an hour Late Flight,0
@united Great! I'm ready to go home.,1
