sentence,label
@united nawww. United is my fave airline.,1
"@JetBlue I can't say what airline I am on right now, but I sincerely miss you. #bestairline",1
"@USAirways job well done from your Philly employee running check,in today. (Tabitha?) helped us in an emergency &amp; vacation saved!!!",1
@united thank you for listening to my compliant and doing the right thing. I appreciate you working with me,1
"@united flt 912. Capt Herman is amazing! Came out before flight to play ""ask the captain anything."" Wonderful ambassador to the airline!!",1
@VirginAmerica @JezzieGoldz would have been a rough trip but LUCKILY we were on a #virginamerica flight. #weather,1
@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?,1
@JetBlue Learning about your awesome twitter management today in my Social Media Marketing class! keep up the good work! @SXU @PhD_Mama_,1
@SouthwestAir That would be brighter than all the stars combined on the red carpet tonight!,1
@SouthwestAir Gate attendant at McCarran C16 (Vegas to Dallas) went above and beyond. After a long day of frustration it was welcome.,1
"@JetBlue Worked now, ty",1
@AmericanAir is rising like the sun at DCA this morning.  @NATCA members have the best view. #avgeek http://t.co/VAhdekVOKe,1
@united Terrific. Many thanks. Looking forward to being back on UA tomorrow. Had a great flight up to Vancouver.,1
@united I trust you enough to put my coat in my checked bag!,1
@united Thanks!,1
@united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!,1
@JetBlue Love you guys😍😍😍 http://t.co/3X9NRUOvtS,1
@JetBlue awe you guys are great can't wait to travel with you again soon!!!,1
@SouthwestAir had a great flight to and from Cabo last week with my family #smoothflight #frequentflyer,1
@SouthwestAir has the smoooothest flight attendants. #SouthwestSmoothie http://t.co/Vr9k180LaI,1
@united The pilot of UA475 just landed this plane like he was gently placing us into a pile of whipped cream. Smoothest landing ever.,1
"@VirginAmerica love it, taking @SouthwestAir on in their backyard! Consumers win when biz competes.",1
"@USAirways Thank you, busy times.",1
@united You might be dealing with frustrated passenegers. hope you all have a great day :) thank you very much for an amazing airline :),1
@AmericanAir Got my bags this morning! Thanks!,1
@united wow you even answered back!  Awesome! @AmericanAir @USAirways That's customer service!!! #usairwaysfail,1
@JetBlue haha thanks Jetblue👌☺️,1
@united amazing hospitality and helpfulness from Anthony Lastella. Great staff 👏👏👏✈️ def flying #united again.,1
@united #FirstClass to #London on my way to #LondonFashionWeek #LFW15 👠🇬🇧👠🇬🇧👠🇬🇧,1
Happy #TT to my friends @AmericanAir . Hope the weather isn't causing you too many headaches.,1
@united They held the plane! Made it!!,1
@SouthwestAir for the win as always- saved my day and got me on a direct to Orlando. 🎉🎉🎉,1
@USAirways thanks for slowing the inbound plane down so that we didn't need to worry about 4438 EYW being Late Flight. Great holz ahead. Cheers! 😀,1
"@AmericanAir thank you, truly appreciate the help, just sent a DM",1
@united Definitely a compliment! I really thought my bag was lost after it was sent on to another airport. In the end I am a happy customer,1
@JetBlue thank you very very much!! 💙💙,1
"@USAirways thx 4 replying. After trying 2 get thru many times, &amp; v-mail or people hanging up on, us we talked 2 tech...cont'd",1
@SouthwestAir Thanks to your team for dealing with Flight 1700 to Houston.,1
@united But thanks for asking,1
@JetBlue #Bluemanity @AirlineAdviser loves this. Have a great time flying this,1
@SouthwestAir is my favorite airlines. I've never had issues with them. Plus there crew is entertaining.,1
"@USAirways Waiting on my flight right now, thanks!!",1
@JetBlue well lucky I only fly JB..I guess I would be even more squished on any other airline 😞,1
"@united Thx, just DM'd. Conf #'s MQXC64 &amp; MPWNC2. Any help appreciated",1
@JetBlue just mine sadly.. But yea the fly fi is awesome,1
"@JetBlue Awesome, thanks! I'll give a call Late Flightr today. Appreciate the help!",1
"Thank you. “@AmericanAir: @jlhalldc Customer Relations will review your concerns and contact you back directly, John.”",1
@AmericanAir Thanks for the quick response - it's appreciated!,1
@JetBlue totally would have.... but the outside view was even more camera ready haha #EvenMoreSpace #EvenMoreView http://t.co/dXuX6DBfd3,1
@JetBlue thanks. Line moved quick. Already done.,1
@AmericanAir Thanks so much!,1
@united thanx so much. You followed through and emailed me a $1000 ticket voucher. #unitedairlines they do care,1
@SouthwestAir that's awesome! Love flying SWA!,1
@SouthwestAir Thank you for having flights going out of Nashville! You guys Rock! #DisneyPrincessHalfMarathon #girlsweekend #bffs,1
@united looks like I'm settled in to where I'm going.  Thx.,1
@USAirways flight 437 PHX&gt;ORD.  Lead FA Bill is the most professional FA I have seen in 9 years of flying USAir. I have no AB cards. :-(,1
@AmericanAir thanks,1
"@JetBlue ah no the staff was perfect this morning at JFK, more sleep for me!! :)",1
@VirginAmerica got it. All set - Thanks!,1
@SouthwestAir @taylormdowns We share that value in common. :),1
@JetBlue tried again. Lovely customer service. Thank you!,1
Lovely! RT @JetBlue: Our fleet’s on fleek. http://t.co/Hi6Fl1AX9E,1
@USAirways thank you! I tried that and they said they didn't have it. Anywhere else to try?,1
@SouthwestAir thanks for getting me home from Denver tonight despite the snow!,1
@SouthwestAir no worries. We got thru eventually. I was just curious. Best of luck to you dealing with the weather!,1
@USAirways thank you for refunding my bag fee.  I look forward to its return today I hope.,1
@SouthwestAir thank you for always going above and beyond with your customer service!!!!!! #favoriteairline #luvforSW #southwestAir,1
@AmericanAir Joanne from your San Diego staff was phenomenal! Give that girl a raise. She handled our #flightnightmare better than anyone.,1
"Thank you, @AmericanAir! Much appreciated.",1
@SouthwestAir  Please Help. We really want to fly with you. #guessweflyingdelta,1
"@SouthwestAir @TMadCLE Flying with you in April, first time on southwest. Can't wait!!! Flew American airlines last time. Was meh.",1
"@JetBlue if I had my tux, it'd be a date! #UMosaicMeCrazy http://t.co/hap4gboSTU",1
"@united gave me a smile today, with a Zero Award... ;-) Computers have some sense of humour :-) http://t.co/JNqNbk7HuT",1
@SouthwestAir always when I fly SW. #loyalRRmember,1
@AmericanAir Thank you for the quick customer service today. #RefundProcedureNotTooPainful I know that Winter Weather is not your fault.,1
@USAirways Reservation agent on the phone did a great job.,1
@SouthwestAir following. Thank you.,1
@SouthwestAir Thanks Lindsey &amp; the Southwest twitter team for great service &amp; a speedy resolution #LuvAgent #swa,1
@southwestair Flight 4146 Phi to Den was staffed by a great crew. #freecomedyshow #newlifetimecustomer,1
@United THANK U! Secured room for the night Thx to VERY helpful customer service rep N. Dorns.. I thanked her.. Can u 2? #goodenoughmother,1
@united Every United flight between Saipan and Guam is an adventure! You never know when @CapeAir's old plane will be operational :),1
@united : thanks! i will catch my conection! :),1
@JetBlue Start including PTO in your getaway packages and I'm all in,1
"@VirginAmerica thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!",1
@united and to add to my earlier tweet. This was my daughters 5th Bday present. Thank you for the hard work and making it happen.,1
Thanks @SouthwestAir ! #heartlanta,1
"@AmericanAir appreciate update. Have also appreciated our pilots effort to explain to us just now. Accurate, authoritative comms is vital.",1
@JetBlue No worries. Delay was minor and dealt with nicely. It was captain of flight 2324 by the way.,1
@JetBlue thanks for a speedy flight time recovery.,1
@SouthwestAir please do. Hate having to fly a different airline. You're my fav.,1
@AmericanAir thank you for responding rather quickly btw,1
@united social media team is on point on #OscarNight :),1
@SouthwestAir Awwweesssooomee!,1
@JetBlue thank you!! Miss you all so so much!! Is this the link to the blog? Or has that changed?,1
@united thank you for taking care of my mom and reFlight Booking Problems her flight in phl.,1
@JetBlue thanks so much. Can't wait to fly with you guys :),1
@united Thanks JT,1
@JetBlue's flight Flight Booking Problems experience is pretty great!,1
@united thanks for the quick reply! I just fill in the form #idnumber8569822 #hopetogetanswersoon,1
@JetBlue we don't need anybody else!,1
"@SouthwestAir Sorry to spam, it would just be so awesome to see @Imaginedragons in Vegas. Your help would be absolutely amazing.",1
@JetBlue okay thank you! I'll check with them again!,1
@SouthwestAir you guys rule. I will DM you. &lt;3 Thank you.,1
@JetBlue thanks! Have a good Sunday.,1
@JetBlue had a great experience working with Glenn Coles at Buffalo-Niagara Airport!! Top notch employee,1
@united nope. Even better there were 4 seats. And due to W&amp;B first to raise hands got to move up. I wasn't fast enough.,1
@USAirways  big thank you to your ticketing agent Ute V at Dulles-Washington for OUTSTANDING guest service to get me rebooked,1
"@united I may not hit any new status this year, but I’ve flown several times this year and have tried to book with y’all every time!",1
@SouthwestAir Thank you so much for stepping up your game and making my day after night of elevator music. Much appreciated.,1
"@united 441, which also had 1 working WC in coach. Good thing this bird landed ahead of schedule. I have to use the WC stat.",1
@JetBlue Thanks!  I made it 😃,1
@JetBlue thank you #loyalmosaicmember,1
“@united: @d_goodspeed We will follow up with our Maintenance team. Thanks for the tweet. ^KP” THANK YOU!  United Cares!,1
Eliza &amp; I cheated on u @AmericanAir with @AirTahitiNui &amp; it was a lovely flight. But we'll be back! Lots!,1
@JetBlue sooo earlier i said i couldnt fly with you for my school trip but now i can! 😏,1
@JetBlue @Maddie_Flood Your airline sounds outstanding and your Twitter feed is clearly extremely useful. Keep up the great work 😊,1
@SouthwestAir good to be back. See you all again in several weeks.,1
"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9",1
"@JetBlue im in a session presented by one of your beloved travelers, @paulgordonbrown,I see why you love him so much http://t.co/vv8cFyhKVb",1
@SouthwestAir TY for your consideration!,1
@AmericanAir Joanna did a WONDERFUL job!  Thank her for me?,1
@USAirways Melinda in reservations in greensboro nc is an absolute jewel thank her for me she's amazing!!!,1
"@AmericanAir will award me 50,000 air miles!!! Yes I am going to take a vacation! 
#thanksamericanairlines",1
“@united: @BattierCCIpuppy We hope to see you on board soon and thanks for the tweet. ^EY” 👏👏,1
"@USAirways your ticket agents at gate 4 in Providence airport rocked tonight, especially Kristy, sorry if that is not the correct spelling.",1
@JetBlue things happen it's ok just wish I was on the beach and not in the airport,1
@united I especially like how you upgraded three of your crew members to first class instead of passengers. #keepitclassy #customerservice,1
@united that's brilliant Thankyou so much. Is it classed as part of carryon?,1
@USAirways provided the best service for me today! Thank you so much :),1
@SouthwestAir @bgr1061 luv SWA myself and my employees use you always!!,1
@SouthwestAir I love my Companion Pass (qualified 4th year).  #HollyMais,1
@SouthwestAir I continue to be amazed by the amazing customer service.  Thank you SWA!,1
"@united #1007 Houston-Bogota boarding again, safety first, it seems the mechanics fixed the problem faster, good energy to fly home/family",1
@JetBlue Seems very likely.,1
@JetBlue @EllaHenderson omg!  Wish I had a flight today!  Haha there's always next time!  Have fun at #LFT5,1
@united My bag reference ID number is IND43728M. Thanks for looking at it.,1
"@USAirways despite mechanical issues and many delays followed by a Cancelled Flightlation, still getting to Vegas thanks to great gate agents!",1
@united will the kudos to capt. Herman be relayed to his chief pilot or should I be emailing someone?,1
@USAirways Fabulous - thank you so much! Looking forward to taking to the skies with you! :),1
@JetBlue oh. And thank you for responding,1
@JetBlue thanks,1
"@JetBlue no, but we're on the flight leaving from Boston to Seattle right now. :) flight 597",1
"@united thx off the response, finally got through the 45 min wait and talked to someone.",1
"@united Very good flight, thank you!",1
@JetBlue thank you. Appreciate that!!,1
@united thank you!,1
"@VirginAmerica just promoting the product is all, had a problem with southwest and recommend noneother than the best! http://t.co/tFaNXBh1Cf",1
@united gate C 24 IAD. U released passengers to board w/others deplaning .50 peopleOn bridge while next flight  board http://t.co/HfoF33iyhi,0
@USAirways 1729 connecting in charlotte to houston. Mechanical issue determined while q'd to take off. And we checked our bags.,0
@united installed and working are not the same. Kicked me out after an hour and wouldn't let me back in. Four wasted hours.,0
"@USAirways now I am on flight to FLL, and told to take a train back to PBI to get my car. There are no trains to PBI!",0
@USAirways ...Loosing a lot of business by using Barclays. I cant believe that you cant apply for a card if you live in Iowa.,0
@united be patient while I let this string of tweets go out showing people you are bad at your business,0
@SouthwestAir why are the ticketing lines in Las Vegas so unorganized??  Mass craziness. Half of the ticketing stations unmanned.,0
@USAirways not impressed with your customer service. everyone has been unhelpful and incredibly rude.,0
@AmericanAir 3 months of straight travel ahead. Time to find new airline.,0
"@united to top it all off, your flight attendants talked loudly throug the flight, even when the lights were dimmed. Resulting in no sleep",0
@united recent services have been very bad. My NC trip was aweful. Very disappointed and never again.,0
Made it to #Costa #Rica and back @JetBlue Missing it already!  #Pura #Vida!,0
@USAirways I called more than 25 times to redeem mile points and can't get through.  You advertise the miles but make them very hard to use!,0
@USAirways might possibly be THE WORST airline ever! I think it's time to brush up on customer service! #sorude,0
@USAirways I was on hold for 2 hours and still no answer. Is this really how you run your business? http://t.co/P8xFhq4kps,0
@AmericanAir and @iTunesMusic have put me in bad mood. I haven't been this angry since Spagnuolo coached the #Rams,0
"@SouthwestAir, rude customer svc, won't accommodate an earlier flight w/o $400 charge. US Mail takes priority over customers. #badservice",0
@USAirways once again your company actualy put people in weird situations.Your hostel voucher was fake.Snow is ok but no lies please,0
@AmericanAir “Inconvenient” is such a convenient word.,0
@AmericanAir @AmericanAir how do you expect to do that?,0
@AmericanAir not sure why I would bother when the agent at the airport didnt help &amp; nobody on phone would. Ticket Cancelled Flightled for no reason.,0
@united I booked and paid for a flight to get me to Denver at a specific time for a meeting. You failed... It wasn't caused by weather,0
@SouthwestAir 20 minutes on hold waiting is ridiculous......,0
"@united Stopped flying @united 1 yr ago bc of aggressive policy on carryon @bdl listening to pssngrs forced to chk@preboard,#notcomingback",0
@AmericanAir a free check bag a food comp a flying credit something to help out now that I'm an additional 200 dollars in the hole,0
"@AmericanAir all right, but can you give me an email to write to ?",0
@USAirways what's wrong with the plane? Flt 581,0
@USAirways your airway is a joke. I have never dealt with worse service,0
@JetBlue she did. she's still waiting on a callback....the lack of follow through is what's concerning. smh,0
@USAirways 2 hours and 7 minutes. Just want to know I'm still in the queue...,0
@USAirways the voucher you give us for a hotel is useless you call the number they say no rooms available what do you expect me to do?,0
@AmericanAir What are we going to do about the nightmare you guys out me through yesterday? Zero response from the tweet you last sent me.,0
@AmericanAir we had to sit in the airport a long periolodicly time. the planes were nasty,0
@united Hours on the phone...hung up on...all I want is to be on a different flight (same day) that has an open seat. #greatservice,0
"@JetBlue can't link my flight from last week to my TruBlue account and 1800 num isn't answering..don't make me fly @Delta again, dont do it!",0
@USAirways I do but the real ? Is why your staff can behave offensively. Flight 699. Please look into it. Message me if you want particulars,0
@AmericanAir you have the worst reps at Jacksonville airport. So rude and totally not helpful at all!,0
"@SouthwestAir  also, gave up after 1 hr 32 minutes on hold. Maybe put a few more people on it?",0
"@united has not responded to my various requests for contact numbers, does anyone know the UK customer service number for #UnitedAirlines",0
@USAirways should give me free baggage for this mess,0
@USAirways been on hold 2 hours for a Cancelled Flighted flight. I understand the delay. I don't understand you auto-reFlight Booking Problems me on TUESDAY. HELP!,0
@AmericanAir they did tell that our luggage stayed inside the plane ! Look this video http://t.co/YokkHHQcMP,0
@SouthwestAir why the delay on Flight 423 BDL to MCO? Need to get to Florida for the ☀️&amp; races in Daytona,0
@united Lost bags. Cancelled Flightled flights. Delhi call centers. Poor United staff spread thin and stressed. You name it.,0
@united I was rebooked but had to take bus from Portland Maine to Boston. Told United does not cover the charge.,0
@SouthwestAir good to know NOW!  Three sets of travelers in just 20 mins standing here waiting for mins to pass by.,0
@USAirways too Late Flight.,0
@usairways  this is ridiculous at CLT  and we missed our connecting flight because of a chuckhole  on runway??  #shameful (1/1),0
@united look at the people tryn to sleep in the airport due to your shitty company not comping rooms after cxl flight http://t.co/o1u96Xc3bo,0
@SouthwestAir my wife is trying to get a group of clients to their destination and just got disconnected after2 hours holding. Help.,0
"@united, this is the line in Denver to rebook due to weather issues. DO BETTER. http://t.co/tmccExYaaQ",0
@AmericanAir I'm still on hold if you're wondering...  4 hours 37 minutes and counting.  #ServiceFail #OnHoldForever #Suboptimal,0
@united with Karen and found her unhelpful and rude  called United at the time &amp; told she could board but Karen would not accept,0
"@AmericanAir By the time the 2 hrs passed before I got a call back, the ticket was more $$. It wasn't my fault yet I had to pay extra",0
@united on 768 to Logan - boarding gong show due to lax carry on enforcement. Bins full of coats = no room for bags. U need a better system!,0
@united thanks for nothing. Really?!? 60 minute wait times when I've had to call back 4x. That's 240minute wait times.,0
"@united And then when we asked the stewardess to take the disinfectant wipe as trash she said, ""not with my hands!"" #badservice",0
@united messaged you as requested- and called your baggage team again. It's STILL in Newark. please help or let me know next steps!!,0
"@AmericanAir stranded for 24 hours in MIA, Patrick casimir has been the ONLY AA staff to apologize for the great inconvenience #unreal",0
"@AmericanAir Retrain in Customer Service first, make proper adjustments when Cancelled Flightling flights. Own up to your Mistakes.",0
@united Missed KTM flight due to ur Cancelled Flightlation. Mike supervisor disgusting.  Now day Late Flight. No apology or upgrade offer to LHR from ORD???,0
@united switched to fly united from delta for the past two trips and was very disappointed. Now my UA4646 on 2/23 is delayed by 3 hours!!,0
@united false.,0
@SouthwestAir discount for three delays?,0
@SouthwestAir All I requested was a refund of my Reward Points that I used to purchase the flight and he refused.,0
@united we still need help. Hung up on twice. Customer service rep said there is no way to help between the gate rep and phone rep.,0
@AmericanAir flight 1081 from IAD to LAX sat for more than 3hrs because ground crew couldn't drive in snow #badmgmt #AmericanAirlines,0
@VirginAmerica @ChrysiChrysic your assistance yesterday when u Cancelled Flightled our flight was to give us a hotel hotline  Shame on you!,0
@AmericanAir can you help me with a reservation? cant get through on the phone,0
"@AmericanAir Fine. Would you have them call me? I left a message, was told it would be 2 hours for a call. Haven't heard anything yet.",0
@USAirways should take a lesson from @SouthwestAir and wait for passengers from connecting flights. Shame..,0
@SouthwestAir Is there a way to receive a refund on a trip that was Cancelled Flight online instead of calling? Your phone lines are super busy.,0
"@AmericanAir Nope, I have not been rebooked.",0
@JetBlue Need your help. I'm moving to DC &amp; I want to book a one way fare on your website. It won't seem to let me. Am I missing something?,0
@USAirways I'm trying to Cancelled Flight my flight within the 24hr window but have been on hold for over an hour. Is there an alternate # I can dial?,0
"@USAirways it a change fee request from a month ago.  after one hour on phone with your team, I’m told 120 day backlog.  Awful.",0
"@AmericanAir flight from PHL to Austin Cancelled Flighted, headed to Houston, delayed, now have to pay to rent a car and drive 3 hrs to Austin",0
@USAirways rebooked for Tuesday. Arriving too Late Flight for on Tuesday to start the class. Cancelled Flightled the trip.,0
@JetBlue - worst view for an athlete; watching your team from the front seat of the chase van #nogearnotraining,0
"@USAirways literally the worst flying experience of my life, and I have flown a lot",0
@SouthwestAir I have been loyal to Southwest from the beginning but very unhappy about your devaluation.,0
@USAirways now you have over 50 people in line. This is stupid!!! What the heck!,0
@USAirways why are you letting us go to the runway if there are mechanical problems. #wewantcomps,0
@SouthwestAir having trouble reFlight Booking Problems a Cancelled Flighted flight. no one picking up phones and your site isn't working.,0
@USAirways won't waive $200 fee due to #neptune. Can't use credit w/o paying fee. Couldnt get to destination to use their tic #waivethefee,0
"@AmericanAir AA1675 now that the airplane has been sitting here for over 24 hrs,there are mechanical problems.BTW,the AA desk is unorganized",0
"@USAirways horrible service, wrong plane arrived, many confirmed passengers could not get on flight we paid for due to lack of seats flight",0
@USAirways it is just bad practice and I am disappointed that your airline was not prepared...honestly the last time I fly with you guys,0
This shits gotta stop RT @JetBlue: Our fleet's on fleek. http://t.co/PEQ90pqMpp,0
"@united yes, computer would allow me to get to San Diego quick but customer service will not help.  Says can't rebook http://t.co/KcVUbUYExc",0
"@USAirways 6 hours, no agent. Should I keep waiting?",0
@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh,0
@USAirways @noltnancy What will be is a what may be...what is...sucks. #fail,0
"@united thanks for reaching out. The seat was hard, not enough cushion. OK for short flight. BTW, UA6465 flight and crew were great!",0
@united just 1 last thing. U guys shouldn't be charging $ for drinks on a transatlantic flight,0
@AmericanAir your customer service is a disgrace.,0
@united 45 minutes after arrival and no bags for most people. UA469 from den to ewr. How long should we wait until a ual rep comes here?,0
"@united  found a group of people who actually hates people more than ISIS, thats right United Airlines.",0
"@united flight arrives 30 minutes early, but then have we to wait for an hour for our bags.",0
"@AmericanAir The delay is nothing but the personnel being so combative up to the point of saying ""what's the hury,  the plane is not leaving",0
@SouthwestAir been on hold for 20 mins to Cancelled Flight my reservation. Can you assist?,0
"@SouthwestAir What's with the pricing cache?! About to book a flight, refreshed the page, &amp; the price jumped from $73 to $159. Ridiculous. 😑",0
@USAirways charging $200 2 change a flight is a rip off the reason I have 2 is out of my hands &amp; I want 2 reschedule same flight but in July,0
@USAirways @AmericanAir Sitting at the gate on Flight 719 for an hour due to computers being down. What backup plan is in place for this??,0
"@JetBlue is JFK still closed? Tryna get out of Ft Lauderdale on flight 502, just want to get home to nyc!",0
"@AmericanAir oh I did. All I received back was an email saying "" delays happen"".. Uh huh..",0
@JetBlue flying to Denver March 1st and my flight itenary keeps getting changed what the heck...booked the trip 3 months ago,0
@AmericanAir YOU FUCKING SUCK,0
@united Over charged me one way for baggage.find out others leaving Pittsburgh with same equipment weren't charged Just hung up on me!!,0
@USAirways @franchise02 my friend has been on hold for 1.5 hours and still counting!,0
@united rushed through the -6 degree weather to get to the airport on time. Too bad the pilots didn't do the same. #stillwaiting.,0
@AmericanAir my travel for tomorrow was Cancelled Flightled and then stupidly rebooked for tomorrow! I can't get through to reservations!,0
@united your agents forced me to check a carry on bag. When I received my bag I found your crew had stolen from me. U lost my business!,0
"@AmericanAir you Cancelled Flightled my flight due to ""weather"" when others are flying out just fine.  No compensation, no resolution.  Incompetent.",0
"@JetBlue come on! Already delayed 2+ hrs on flight 1415 as we waited for the pilot to come from Boston, now you reassign him?! Endless trip.",0
@JetBlue where exactly can I leave a note,0
"@united broken light, 35 mins to get bridge to gate, airplane parked wrong , bathroom not emptied last night....your airline in last 3 hrs",0
"@united DTV doesnt work, pilots Late Flight, wont let 10yr old fly next 2 me and I paid 4 an upgrade. #unitedsucks",0
"@AmericanAir still no reply to my email sent on 11th February. Even sent an email asking for acknowledgment that's it been recieved, nothing",0
@united you are terrible.,0
"@USAirways I already did. My question is, why does it still say in progress on @AskPayPal? It's been 6 days.",0
@SouthwestAir sadly didn't get much help ... As a travel agent this is so disappointing to me.,0
@united it was eventually explained that weather conditions too extreme to get luggage off planes. Will be sent on. But I won't be for days!,0
@united already missed connection... UA 495,0
@united when an airline causes the missed connection u would think they would take whatever steps to remedy that screw up.,0
"@united customer service is atrocious! You have disrupted my travel plans, you have lost my luggage and it is impossible to TALK TO A HUMAN",0
@USAirways It's not double booked. I spoke with CS and we've got a plan to fix this. It's still an amateur mistake that should never happen.,0
@USAirways I wish we were on our way. Now there's a problem w/de-icing.Three &amp; 1/2 hour delay so far &amp; sill not sure if we'll be taking off.,0
"@USAirways #Overbooked SXM-CLT delayed deplaning extra passengers. #missedconnection #forcedovernight #CLT, no lodging/food. Disappointed.",0
@AmericanAir Still waiting on bags from flight 1613/2440 yesterday  First Class passenger not happy with your service.,0
@united WTF!?!? Delay after delay. 15 hours YVR to SAN? Unacceptable. Flight Crew Availability is to blame? NEVER AGAIN with @united,0
@SouthwestAir 75 minutes and still waiting for skis to be unloaded. You should be ashamed. It's 1:30 in the morning.,0
@AmericanAir you could train your flight attendants to have some manners and decency,0
"@USAirways Please don't trivialize me.  This is a joke, not a slow day or slow experience",0
@SouthwestAir Adding RR number to a @Marriott stay is too hard. Won't take RR number at checkin/out and Marriott phone CS not helpful.,0
@united It's a shame choosing #United may be the difference between reuniting with aging friends and never seeing them again #PoorService,0
@AmericanAir Or u cud answer my ? here! 140 is plenty. Inflight stealing going on right now &amp; FA won't have the uncomfortable convo w pass.,0
"@AmericanAir already spoke to that line, unwilling to help - really poor support #hitawall",0
@USAirways horrible cust service exp at DIA today. Wife waited 3 hrs on the plane b/f flight 695 was Cancelled Flightled. Still waiting for bags.,0
@SouthwestAir frustrating indeed especially when no one knows what the issue is....,0
"@JetBlue upset with the lack of communication we've received for our ""on time"" flight 1170 out of MCO",0
@united plus you horrible seating and poor customer service everywhere I've flown. now you take away the mileage program..horrible,0
@USAirways Sitting on the runway at phl for the last 30 min because the correct weights for the flight aren't in the system? #jobfail,0
@united UA1740 just admit you have no clue when flight will leave Denver. #unfriendlyskies,0
@SouthwestAir I sent you my conf number yesterday.,0
@SouthwestAir customer service is rude and bothered by our calls. Has no idea what is going on and sighed heavily on the phone. Unbelievable,0
@SouthwestAir 2nd leg of trip Cancelled Flightled. Been on hold 1.5 hrs. Will we lose our $ if we don't speak to someone before first flight leaves?,0
@SouthwestAir this was the 3rd Cancelled Flightlation in 2 days due to weather in Nashville. 3 trips to the airport. Each time communicated Late Flight by SW,0
@AmericanAir This is getting a bit ridiculous when and you have made me miss 2 full days off work and had to pay for cabs back and forth,0
@SouthwestAir can you tell me why you Cancelled Flightled the flight vs delay,0
"@united @JMS2802 : sure show a video of your outsourced favorite TIMCO, who has a knack for doing substandard maintenance work on aircraft.",0
@JetBlue #1408 IAD to JFK still hasn't boarded. What's today's excuse and how am I gonna get to work?,0
@USAirways That link doesn't work on mobile.,0
@USAirways From here on out when I can at all I'm flying @Delta. Since when is a plane getting stuck in a drift for 2 hours a weather issue?,0
@united they had record of it being at Denver on the concourse prior to me gettin on the shuttle. I just want to confirm its location,0
"@JetBlue Flight 1562 had a 4 1/2 hour weather delay, but what is the 45 minute delay in getting bags to tired passengers?",0
@USAirways @SeanVRose Sean - keep in mind if you call...plan on being on hold for 3+ hours,0
@VirginAmerica  how are you gonna have a deal from Dallas to DC but no deal from DC to Dallas? #sad,0
@USAirways @DRVRugby  team is back home but luggage all wet and partly damaged - Not happy! #blizzard,0
@United many people on Ua6318 are going to miss connections due to long wait time in SFO tarmac. Seriously u can't find an empty gate?,0
"@AmericanAir Hello, question, How many balloons do you think it will take to life up one of your planes?",0
@united Adding reservation to iOS app doesn't show up on desktop site when logged in. And miles can't be redeemed for upgrades thru your app,0
@AmericanAir Flight #2390 delayed 14 hours!! No one at #AmericanAirlines counter can tell my husband that he will be on that flight! Help???,0
@SouthwestAir if you guys fuck this up again  I will never forgive you,0
"@JetBlue Rats, that's a bummer!",0
"@AmericanAir If you care, could you have someone call me to explain what is going on.",0
@AmericanAir which one.?i have been booked on 6 different ones in the past 2 days,0
"@united you could give me free flights for life, and I'd still choose to purchase my tickets from a competitor.",0
"@USAirways sucks. Delayed my mom's flight 2X, Cancelled Flightled it, delayed her flight again today,all for mech. issues.She had 2 sleep in airport!",0
@AmericanAir ya but u weren't sitting on the plane.,0
"@united I mean, your employees were really nice as I literally sobbed?",0
@AmericanAir is there not an email address I can send my issue to? you guys screwed up and rebooked my flight to the wrong day!  please help,0
@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS,0
@AmericanAir you said this last time. It doesn't take 6 weeks to reply to an email.,0
@USAirways how do you do that? You guys need to have much better communication. How? How can we do that?,0
"@usairways yep, sent my bag to Philadelphia instead of Miami...I caught it...then was told my flight changed to tomorrow, wrong again #fail",0
@united Just let the employees know that good service and a kind attitude towards customers is vital in this kind of business. Thanks,0
"@united you've been officially displaced by @DeltaAssist for better flight experience, pleasant cabin crew and timeliness. UA 1m switching!",0
@SouthwestAir not letting me DM. # is FSZ4YO,0
@SouthwestAir finally boarded. Looks like I'll make it to my final destination but my baggage won't # baggagefail #bagsflyfreebutnotwithme,0
@JetBlue received a voucher but if you want to improve relations be up front with passengers.,0
@USAirways has the worst customer service line.  I've called them 8 times today and not once was I able to talk to a real human being.,0
@united should NOT sell tickets for @SilverAirways on http://t.co/onhXHCO6bK.  has terrible service and UA staff cannot reach Silver,0
talked to a @JetBlue manager and she offered we pay 3X's in cash what we originally paid #nothanks #jetblue #ripoff #flyunited,0
@united RTB&gt;IAH 2/17 First class. My wife (Global Services) and I had headaches due to our neighbors smoking e cigarettes. Contact me pls,0
@AmericanAir it's not about the delay.  It's about the communication.,0
@JetBlue I hope so. Wanted an early flight to avoid the airport chaos but it's too Late Flight for that!,0
@USAirways surely there are some other ways to help me - I can't really afford another 4 hours now. Pls follow me so we can DM,0
@SouthwestAir we've now lost a whole day of our honeymoon... Very disappointed and frustrated with everything.,0
